日期,日期性质,等待时长区间,该时长对应病例数
2024-06-01,周六,2:00-2:30,7
2024-06-01,周六,2:30-3:00,8
2024-06-01,周六,3:00-3:30,3
2024-06-01,周六,3:30-4:00,2
2024-06-01,周六,>4:00,2
2024-06-02,周日,0:00-0:30,24
2024-06-02,周日,0:30-1:00,42
2024-06-02,周日,1:00-1:30,26
2024-06-02,周日,1:30-2:00,15
2024-06-02,周日,2:00-2:30,4
2024-06-02,周日,2:30-3:00,4
2024-06-02,周日,3:00-3:30,2
2024-06-02,周日,3:30-4:00,2
2024-06-02,周日,>4:00,2
2024-06-03,周一,0:00-0:30,22
2024-06-03,周一,0:30-1:00,36
2024-06-03,周一,1:00-1:30,30
2024-06-03,周一,1:30-2:00,6
2024-06-03,周一,2:00-2:30,2
2024-06-03,周一,3:30-4:00,1
2024-06-03,周一,>4:00,2
2024-06-04,周二,0:00-0:30,20
2024-06-04,周二,0:30-1:00,36
2024-06-04,周二,1:00-1:30,18
2024-06-04,周二,1:30-2:00,2
2024-06-04,周二,3:30-4:00,1
2024-06-05,周三,0:00-0:30,18
2024-06-05,周三,0:30-1:00,32
2024-06-05,周三,1:00-1:30,15
2024-06-05,周三,1:30-2:00,2
2024-06-05,周三,2:00-2:30,1
2024-06-05,周三,>4:00,2
2024-06-06,周四,0:00-0:30,23
2024-06-06,周四,0:30-1:00,37
2024-06-06,周四,1:00-1:30,11
2024-06-06,周四,1:30-2:00,8
2024-06-06,周四,2:00-2:30,1
2024-06-06,周四,2:30-3:00,1
2024-06-07,周五,0:00-0:30,23
2024-06-07,周五,0:30-1:00,25
2024-06-07,周五,1:00-1:30,10
2024-06-07,周五,1:30-2:00,3
2024-06-08,周六,0:00-0:30,52
2024-06-08,周六,0:30-1:00,36
2024-06-08,周六,1:00-1:30,9
2024-06-08,周六,1:30-2:00,2
2024-06-08,周六,>4:00,1
2024-06-09,周日,0:00-0:30,33
2024-06-09,周日,0:30-1:00,45
2024-06-09,周日,1:00-1:30,21
2024-06-09,周日,1:30-2:00,6
2024-06-09,周日,2:00-2:30,3
2024-06-09,周日,2:30-3:00,2
2024-06-09,周日,3:00-3:30,1
2024-06-09,周日,3:30-4:00,1
2024-06-10,周一,0:00-0:30,23
2024-06-10,周一,0:30-1:00,35
2024-06-10,周一,1:00-1:30,14
2024-06-10,周一,1:30-2:00,17
2024-06-10,周一,2:00-2:30,8
2024-06-10,周一,3:30-4:00,1
2024-06-10,周一,>4:00,2
2024-06-11,周二,0:00-0:30,13
2024-06-11,周二,0:30-1:00,30
2024-06-11,周二,1:00-1:30,6
2024-06-11,周二,1:30-2:00,4
2024-06-11,周二,2:00-2:30,6
2024-06-11,周二,3:00-3:30,2
2024-06-12,周三,0:00-0:30,22
2024-06-12,周三,0:30-1:00,23
2024-06-12,周三,1:00-1:30,7
2024-06-12,周三,1:30-2:00,11
2024-06-12,周三,2:00-2:30,5
2024-06-12,周三,2:30-3:00,2
2024-06-12,周三,3:30-4:00,1
2024-06-13,周四,0:00-0:30,27
2024-06-13,周四,0:30-1:00,20
2024-06-13,周四,1:00-1:30,6
2024-06-13,周四,1:30-2:00,1
2024-06-13,周四,2:30-3:00,1
2024-06-13,周四,>4:00,2
2024-06-14,周五,0:00-0:30,18
2024-06-14,周五,0:30-1:00,26
2024-06-14,周五,1:00-1:30,12
2024-06-14,周五,1:30-2:00,4
2024-06-14,周五,2:00-2:30,4
2024-06-14,周五,>4:00,1
2024-06-15,周六,0:00-0:30,21
2024-06-15,周六,0:30-1:00,48
2024-06-15,周六,1:00-1:30,37
2024-06-15,周六,1:30-2:00,14
2024-06-15,周六,2:00-2:30,6
2024-06-15,周六,2:30-3:00,1
2024-06-15,周六,3:00-3:30,1
2024-06-15,周六,>4:00,2
2024-06-16,周日,0:00-0:30,25
2024-06-16,周日,0:30-1:00,31
2024-06-16,周日,1:00-1:30,40
2024-06-16,周日,1:30-2:00,27
2024-06-16,周日,2:00-2:30,9
2024-06-16,周日,2:30-3:00,2
2024-06-16,周日,>4:00,3
2024-06-17,周一,0:00-0:30,17
2024-06-17,周一,0:30-1:00,30
2024-06-17,周一,1:00-1:30,5
2024-06-17,周一,1:30-2:00,1
2024-06-17,周一,2:00-2:30,4
2024-06-17,周一,3:30-4:00,1
2024-06-17,周一,>4:00,1
2024-06-18,周二,0:00-0:30,18
2024-06-18,周二,0:30-1:00,24
2024-06-18,周二,1:00-1:30,12
2024-06-18,周二,1:30-2:00,16
2024-06-18,周二,2:00-2:30,8
2024-06-18,周二,2:30-3:00,5
2024-06-18,周二,3:00-3:30,2
2024-06-18,周二,3:30-4:00,1
2024-06-18,周二,>4:00,2
2024-06-19,周三,0:00-0:30,36
2024-06-19,周三,0:30-1:00,24
2024-06-19,周三,1:00-1:30,4
2024-06-19,周三,>4:00,2
2024-06-20,周四,0:00-0:30,25
2024-06-20,周四,0:30-1:00,31
2024-06-20,周四,1:00-1:30,28
2024-06-20,周四,1:30-2:00,5
2024-06-20,周四,2:00-2:30,3
2024-06-20,周四,2:30-3:00,1
2024-06-20,周四,3:00-3:30,1
2024-06-20,周四,>4:00,1
2024-06-21,周五,0:00-0:30,15
2024-06-21,周五,0:30-1:00,18
2024-06-21,周五,1:00-1:30,19
2024-06-21,周五,1:30-2:00,12
2024-06-21,周五,2:00-2:30,11
2024-06-21,周五,2:30-3:00,4
2024-06-21,周五,>4:00,2
2024-06-22,周六,0:00-0:30,34
2024-06-22,周六,0:30-1:00,44
2024-06-22,周六,1:00-1:30,27
2024-06-22,周六,1:30-2:00,7
2024-06-22,周六,2:00-2:30,1
2024-06-22,周六,2:30-3:00,3
2024-06-22,周六,>4:00,3
2024-06-23,周日,0:00-0:30,24
2024-06-23,周日,0:30-1:00,47
2024-06-23,周日,1:00-1:30,25
2024-06-23,周日,1:30-2:00,11
2024-06-23,周日,2:00-2:30,10
2024-06-23,周日,>4:00,1
2024-06-24,周一,0:00-0:30,26
2024-06-24,周一,0:30-1:00,28
2024-06-24,周一,1:00-1:30,16
2024-06-24,周一,1:30-2:00,4
2024-06-24,周一,2:00-2:30,1
2024-06-24,周一,>4:00,1
2024-06-25,周二,0:00-0:30,23
2024-06-25,周二,0:30-1:00,19
2024-06-25,周二,1:00-1:30,17
2024-06-25,周二,1:30-2:00,6
2024-06-25,周二,2:00-2:30,2
2024-06-25,周二,2:30-3:00,1
2024-06-25,周二,3:30-4:00,1
2024-06-25,周二,>4:00,2
2024-06-26,周三,0:00-0:30,12
2024-06-26,周三,0:30-1:00,14
2024-06-26,周三,1:00-1:30,14
2024-06-26,周三,1:30-2:00,15
2024-06-26,周三,2:00-2:30,11
2024-06-26,周三,3:00-3:30,1
2024-06-26,周三,3:30-4:00,2
2024-06-27,周四,0:00-0:30,23
2024-06-27,周四,0:30-1:00,40
2024-06-27,周四,1:00-1:30,11
2024-06-27,周四,1:30-2:00,5
2024-06-27,周四,2:00-2:30,1
2024-06-27,周四,2:30-3:00,1
2024-06-28,周五,0:00-0:30,21
2024-06-28,周五,0:30-1:00,28
2024-06-28,周五,1:00-1:30,16
2024-06-28,周五,1:30-2:00,6
2024-06-28,周五,2:00-2:30,8
2024-06-28,周五,2:30-3:00,2
2024-06-28,周五,3:30-4:00,1
2024-06-28,周五,>4:00,1
2024-06-29,周六,0:00-0:30,40
2024-06-29,周六,0:30-1:00,33
2024-06-29,周六,1:00-1:30,17
2024-06-29,周六,1:30-2:00,6
2024-06-29,周六,2:00-2:30,1
2024-06-29,周六,>4:00,1
2024-06-30,周日,0:00-0:30,21
2024-06-30,周日,0:30-1:00,39
2024-06-30,周日,1:00-1:30,22
2024-06-30,周日,1:30-2:00,17
2024-06-30,周日,2:00-2:30,13
2024-06-30,周日,2:30-3:00,8
2024-06-30,周日,3:00-3:30,1
2024-06-30,周日,>4:00,1
2024-07-01,周一,0:00-0:30,18
2024-07-01,周一,0:30-1:00,32
2024-07-01,周一,1:00-1:30,5
2024-07-01,周一,1:30-2:00,6
2024-07-01,周一,2:00-2:30,1
2024-07-01,周一,3:00-3:30,1
2024-07-01,周一,>4:00,1
2024-07-02,周二,0:00-0:30,12
2024-07-02,周二,0:30-1:00,32
2024-07-02,周二,1:00-1:30,13
2024-07-02,周二,1:30-2:00,15
2024-07-02,周二,3:00-3:30,1
2024-07-02,周二,3:30-4:00,1
2024-07-02,周二,>4:00,1
2024-07-03,周三,0:00-0:30,28
2024-07-03,周三,0:30-1:00,25
2024-07-03,周三,1:00-1:30,10
2024-07-03,周三,1:30-2:00,10
2024-07-03,周三,2:00-2:30,2
2024-07-03,周三,>4:00,1
2024-07-04,周四,0:00-0:30,30
2024-07-04,周四,0:30-1:00,35
2024-07-04,周四,1:00-1:30,13
2024-07-04,周四,1:30-2:00,1
2024-07-04,周四,3:00-3:30,1
2024-07-05,周五,0:00-0:30,19
2024-07-05,周五,0:30-1:00,26
2024-07-05,周五,1:00-1:30,26
2024-07-05,周五,1:30-2:00,8
2024-07-05,周五,2:00-2:30,2
2024-07-05,周五,2:30-3:00,3
2024-07-05,周五,3:00-3:30,1
2024-07-05,周五,>4:00,1
2024-07-06,周六,0:00-0:30,54
2024-07-06,周六,0:30-1:00,33
2024-07-06,周六,1:00-1:30,5
2024-07-06,周六,1:30-2:00,2
2024-07-06,周六,>4:00,3
2024-07-07,周日,0:00-0:30,35
2024-07-07,周日,0:30-1:00,52
2024-07-07,周日,1:00-1:30,17
2024-07-07,周日,1:30-2:00,11
2024-07-07,周日,2:00-2:30,18
2024-07-07,周日,2:30-3:00,7
2024-07-07,周日,3:00-3:30,5
2024-07-07,周日,3:30-4:00,1
2024-07-07,周日,>4:00,1
2024-07-08,周一,0:00-0:30,29
2024-07-08,周一,0:30-1:00,32
2024-07-08,周一,1:00-1:30,6
2024-07-08,周一,1:30-2:00,2
2024-07-08,周一,2:30-3:00,1
2024-07-08,周一,3:30-4:00,1
2024-07-08,周一,>4:00,2
2024-07-09,周二,0:00-0:30,32
2024-07-09,周二,0:30-1:00,36
2024-07-09,周二,1:00-1:30,14
2024-07-09,周二,1:30-2:00,4
2024-07-09,周二,2:00-2:30,1
2024-07-09,周二,>4:00,1
2024-07-10,周三,0:00-0:30,19
2024-07-10,周三,0:30-1:00,24
2024-07-10,周三,1:00-1:30,20
2024-07-10,周三,1:30-2:00,6
2024-07-10,周三,2:00-2:30,3
2024-07-10,周三,3:30-4:00,1
2024-07-10,周三,>4:00,2
2024-07-11,周四,0:00-0:30,26
2024-07-11,周四,0:30-1:00,19
2024-07-11,周四,1:00-1:30,5
2024-07-12,周五,0:00-0:30,15
2024-07-12,周五,0:30-1:00,30
2024-07-12,周五,1:00-1:30,11
2024-07-12,周五,1:30-2:00,5
2024-07-12,周五,2:00-2:30,1
2024-07-12,周五,3:30-4:00,1
2024-07-12,周五,>4:00,3
2024-07-13,周六,0:00-0:30,27
2024-07-13,周六,0:30-1:00,42
2024-07-13,周六,1:00-1:30,32
2024-07-13,周六,1:30-2:00,7
2024-07-13,周六,2:30-3:00,1
2024-07-13,周六,>4:00,3
2024-07-14,周日,0:00-0:30,19
2024-07-14,周日,0:30-1:00,42
2024-07-14,周日,1:00-1:30,39
2024-07-14,周日,1:30-2:00,20
2024-07-14,周日,2:00-2:30,2
2024-07-14,周日,2:30-3:00,2
2024-07-14,周日,3:30-4:00,1
2024-07-14,周日,>4:00,1
2024-07-15,周一,0:00-0:30,22
2024-07-15,周一,0:30-1:00,30
2024-07-15,周一,1:00-1:30,4
2024-07-15,周一,>4:00,2
2024-07-16,周二,0:00-0:30,23
2024-07-16,周二,0:30-1:00,38
2024-07-16,周二,1:00-1:30,5
2024-07-16,周二,1:30-2:00,3
2024-07-16,周二,>4:00,1
2024-07-17,周三,0:00-0:30,17
2024-07-17,周三,0:30-1:00,30
2024-07-17,周三,1:00-1:30,23
2024-07-17,周三,1:30-2:00,9
2024-07-17,周三,2:00-2:30,8
2024-07-17,周三,2:30-3:00,2
2024-07-17,周三,3:30-4:00,1
2024-07-18,周四,0:00-0:30,24
2024-07-18,周四,0:30-1:00,27
2024-07-18,周四,1:00-1:30,11
2024-07-18,周四,1:30-2:00,2
2024-07-18,周四,3:30-4:00,1
2024-07-18,周四,>4:00,3
2024-07-19,周五,0:00-0:30,18
2024-07-19,周五,0:30-1:00,33
2024-07-19,周五,1:00-1:30,10
2024-07-19,周五,1:30-2:00,4
2024-07-19,周五,2:00-2:30,1
2024-07-19,周五,2:30-3:00,2
2024-07-19,周五,3:00-3:30,1
2024-07-19,周五,3:30-4:00,1
2024-07-19,周五,>4:00,1
2024-07-20,周六,0:00-0:30,35
2024-07-20,周六,0:30-1:00,61
2024-07-20,周六,1:00-1:30,21
2024-07-20,周六,1:30-2:00,14
2024-07-20,周六,2:00-2:30,7
2024-07-21,周日,0:00-0:30,25
2024-07-21,周日,0:30-1:00,30
2024-07-21,周日,1:00-1:30,28
2024-07-21,周日,1:30-2:00,14
2024-07-21,周日,2:00-2:30,4
2024-07-21,周日,2:30-3:00,9
2024-07-21,周日,3:00-3:30,1
2024-07-21,周日,>4:00,1
2024-07-22,周一,0:00-0:30,15
2024-07-22,周一,0:30-1:00,36
2024-07-22,周一,1:00-1:30,7
2024-07-22,周一,1:30-2:00,2
2024-07-22,周一,2:00-2:30,1
2024-07-22,周一,>4:00,1
2024-07-23,周二,0:00-0:30,18
2024-07-23,周二,0:30-1:00,34
2024-07-23,周二,1:00-1:30,11
2024-07-23,周二,1:30-2:00,7
2024-07-23,周二,2:00-2:30,1
2024-07-23,周二,2:30-3:00,1
2024-07-24,周三,0:00-0:30,21
2024-07-24,周三,0:30-1:00,21
2024-07-24,周三,1:00-1:30,3
2024-07-24,周三,>4:00,1
2024-07-25,周四,0:00-0:30,12
2024-07-25,周四,0:30-1:00,29
2024-07-25,周四,1:00-1:30,16
2024-07-25,周四,1:30-2:00,5
2024-07-25,周四,2:00-2:30,2
2024-07-25,周四,>4:00,1
2024-07-26,周五,0:00-0:30,21
2024-07-26,周五,0:30-1:00,25
2024-07-26,周五,1:00-1:30,11
2024-07-26,周五,1:30-2:00,5
2024-07-26,周五,2:00-2:30,4
2024-07-26,周五,3:30-4:00,1
2024-07-26,周五,>4:00,1
2024-07-27,周六,0:00-0:30,38
2024-07-27,周六,0:30-1:00,62
2024-07-27,周六,1:00-1:30,9
2024-07-27,周六,1:30-2:00,1
2024-07-27,周六,2:30-3:00,1
2024-07-27,周六,3:30-4:00,1
2024-07-27,周六,>4:00,1
2024-07-28,周日,0:00-0:30,16
2024-07-28,周日,0:30-1:00,37
2024-07-28,周日,1:00-1:30,25
2024-07-28,周日,1:30-2:00,11
2024-07-28,周日,2:00-2:30,21
2024-07-28,周日,2:30-3:00,9
2024-07-28,周日,3:00-3:30,1
2024-07-28,周日,3:30-4:00,1
2024-07-28,周日,>4:00,2
2024-07-29,周一,0:00-0:30,28
2024-07-29,周一,0:30-1:00,24
2024-07-29,周一,1:00-1:30,12
2024-07-29,周一,1:30-2:00,3
2024-07-29,周一,2:00-2:30,1
2024-07-29,周一,2:30-3:00,2
2024-07-30,周二,0:00-0:30,18
2024-07-30,周二,0:30-1:00,26
2024-07-30,周二,1:00-1:30,17
2024-07-30,周二,1:30-2:00,4
2024-07-30,周二,2:00-2:30,1
2024-07-30,周二,2:30-3:00,1
2024-07-30,周二,>4:00,1
2024-07-31,周三,0:00-0:30,11
2024-07-31,周三,0:30-1:00,16
2024-07-31,周三,1:00-1:30,14
2024-07-31,周三,1:30-2:00,13
2024-07-31,周三,2:00-2:30,11
2024-07-31,周三,2:30-3:00,9
2024-07-31,周三,3:00-3:30,6
2024-07-31,周三,3:30-4:00,2
2024-08-01,周四,0:00-0:30,18
2024-08-01,周四,0:30-1:00,31
2024-08-01,周四,1:00-1:30,16
2024-08-01,周四,1:30-2:00,4
2024-08-01,周四,2:00-2:30,4
2024-08-01,周四,2:30-3:00,1
2024-08-01,周四,3:30-4:00,1
2024-08-02,周五,0:00-0:30,18
2024-08-02,周五,0:30-1:00,21
2024-08-02,周五,1:00-1:30,15
2024-08-02,周五,1:30-2:00,4
2024-08-02,周五,2:00-2:30,2
2024-08-03,周六,0:00-0:30,43
2024-08-03,周六,0:30-1:00,38
2024-08-03,周六,1:00-1:30,10
2024-08-03,周六,1:30-2:00,12
2024-08-03,周六,2:30-3:00,1
2024-08-03,周六,3:00-3:30,1
2024-08-04,周日,0:00-0:30,14
2024-08-04,周日,0:30-1:00,42
2024-08-04,周日,1:00-1:30,23
2024-08-04,周日,1:30-2:00,14
2024-08-04,周日,2:00-2:30,14
2024-08-04,周日,2:30-3:00,2
2024-08-04,周日,>4:00,1
2024-08-05,周一,0:00-0:30,23
2024-08-05,周一,0:30-1:00,28
2024-08-05,周一,1:00-1:30,5
2024-08-05,周一,1:30-2:00,4
2024-08-05,周一,2:30-3:00,1
2024-08-06,周二,0:00-0:30,16
2024-08-06,周二,0:30-1:00,22
2024-08-06,周二,1:00-1:30,25
2024-08-06,周二,1:30-2:00,8
2024-08-06,周二,2:00-2:30,6
2024-08-06,周二,2:30-3:00,1
2024-08-06,周二,>4:00,2
2024-08-07,周三,0:00-0:30,26
2024-08-07,周三,0:30-1:00,29
2024-08-07,周三,1:00-1:30,3
2024-08-07,周三,1:30-2:00,2
2024-08-07,周三,2:00-2:30,2
2024-08-08,周四,0:00-0:30,9
2024-08-08,周四,0:30-1:00,28
2024-08-08,周四,1:00-1:30,25
2024-08-08,周四,1:30-2:00,9
2024-08-08,周四,2:00-2:30,4
2024-08-08,周四,>4:00,1
2024-08-09,周五,0:00-0:30,14
2024-08-09,周五,0:30-1:00,25
2024-08-09,周五,1:00-1:30,16
2024-08-09,周五,1:30-2:00,6
2024-08-09,周五,2:00-2:30,3
2024-08-09,周五,2:30-3:00,4
2024-08-09,周五,3:00-3:30,1
2024-08-10,周六,0:00-0:30,30
2024-08-10,周六,0:30-1:00,55
2024-08-10,周六,1:00-1:30,9
2024-08-10,周六,1:30-2:00,5
2024-08-10,周六,2:00-2:30,1
2024-08-11,周日,0:00-0:30,23
2024-08-11,周日,0:30-1:00,55
2024-08-11,周日,1:00-1:30,30
2024-08-11,周日,1:30-2:00,12
2024-08-11,周日,2:00-2:30,5
2024-08-11,周日,2:30-3:00,1
2024-08-11,周日,3:00-3:30,1
2024-08-11,周日,3:30-4:00,1
2024-08-11,周日,>4:00,1
2024-08-12,周一,0:00-0:30,24
2024-08-12,周一,0:30-1:00,37
2024-08-12,周一,1:00-1:30,11
2024-08-12,周一,1:30-2:00,4
2024-08-12,周一,2:00-2:30,2
2024-08-12,周一,2:30-3:00,1
2024-08-12,周一,3:30-4:00,1
2024-08-13,周二,0:00-0:30,17
2024-08-13,周二,0:30-1:00,23
2024-08-13,周二,1:00-1:30,31
2024-08-13,周二,1:30-2:00,13
2024-08-13,周二,2:00-2:30,3
2024-08-13,周二,2:30-3:00,5
2024-08-13,周二,3:00-3:30,1
2024-08-13,周二,3:30-4:00,1
2024-08-14,周三,0:00-0:30,21
2024-08-14,周三,0:30-1:00,25
2024-08-14,周三,1:00-1:30,9
2024-08-14,周三,2:00-2:30,1
2024-08-15,周四,0:00-0:30,18
2024-08-15,周四,0:30-1:00,25
2024-08-15,周四,1:00-1:30,14
2024-08-15,周四,1:30-2:00,5
2024-08-15,周四,2:30-3:00,1
2024-08-15,周四,3:30-4:00,1
2024-08-16,周五,0:00-0:30,20
2024-08-16,周五,0:30-1:00,31
2024-08-16,周五,1:00-1:30,4
2024-08-16,周五,1:30-2:00,3
2024-08-16,周五,2:00-2:30,1
2024-08-16,周五,3:00-3:30,1
2024-08-16,周五,>4:00,3
2024-08-17,周六,0:00-0:30,30
2024-08-17,周六,0:30-1:00,41
2024-08-17,周六,1:00-1:30,19
2024-08-17,周六,1:30-2:00,12
2024-08-17,周六,2:00-2:30,4
2024-08-17,周六,>4:00,1
2024-08-18,周日,0:00-0:30,35
2024-08-18,周日,0:30-1:00,43
2024-08-18,周日,1:00-1:30,18
2024-08-18,周日,1:30-2:00,5
2024-08-18,周日,2:00-2:30,4
2024-08-18,周日,>4:00,1
2024-08-19,周一,0:00-0:30,26
2024-08-19,周一,0:30-1:00,29
2024-08-19,周一,1:00-1:30,9
2024-08-19,周一,1:30-2:00,2
2024-08-19,周一,2:30-3:00,1
2024-08-20,周二,0:00-0:30,28
2024-08-20,周二,0:30-1:00,19
2024-08-20,周二,1:00-1:30,15
2024-08-20,周二,1:30-2:00,3
2024-08-20,周二,2:00-2:30,4
2024-08-20,周二,2:30-3:00,2
2024-08-20,周二,3:00-3:30,1
2024-08-20,周二,>4:00,3
2024-08-21,周三,0:00-0:30,20
2024-08-21,周三,0:30-1:00,36
2024-08-21,周三,1:00-1:30,16
2024-08-21,周三,1:30-2:00,3
2024-08-21,周三,2:00-2:30,1
2024-08-21,周三,3:00-3:30,1
2024-08-22,周四,0:00-0:30,12
2024-08-22,周四,0:30-1:00,25
2024-08-22,周四,1:00-1:30,27
2024-08-22,周四,1:30-2:00,10
2024-08-22,周四,2:00-2:30,3
2024-08-22,周四,2:30-3:00,4
2024-08-22,周四,3:00-3:30,1
2024-08-22,周四,3:30-4:00,1
2024-08-22,周四,>4:00,2
2024-08-23,周五,0:00-0:30,22
2024-08-23,周五,0:30-1:00,23
2024-08-23,周五,1:00-1:30,9
2024-08-23,周五,2:30-3:00,1
2024-08-24,周六,0:00-0:30,12
2024-08-24,周六,0:30-1:00,36
2024-08-24,周六,1:00-1:30,50
2024-08-24,周六,1:30-2:00,25
2024-08-24,周六,2:00-2:30,9
2024-08-24,周六,2:30-3:00,1
2024-08-25,周日,0:00-0:30,30
2024-08-25,周日,0:30-1:00,46
2024-08-25,周日,1:00-1:30,23
2024-08-25,周日,1:30-2:00,5
2024-08-25,周日,2:00-2:30,4
2024-08-25,周日,3:00-3:30,2
2024-08-25,周日,3:30-4:00,1
2024-08-26,周一,0:00-0:30,15
2024-08-26,周一,0:30-1:00,21
2024-08-26,周一,1:00-1:30,9
2024-08-26,周一,1:30-2:00,5
2024-08-26,周一,2:00-2:30,2
2024-08-26,周一,2:30-3:00,1
2024-08-26,周一,>4:00,1
2024-08-27,周二,0:00-0:30,11
2024-08-27,周二,0:30-1:00,20
2024-08-27,周二,1:00-1:30,16
2024-08-27,周二,1:30-2:00,15
2024-08-27,周二,2:00-2:30,19
2024-08-27,周二,2:30-3:00,9
2024-08-27,周二,3:00-3:30,1
2024-08-27,周二,>4:00,2
2024-08-28,周三,0:00-0:30,34
2024-08-28,周三,0:30-1:00,31
2024-08-28,周三,1:00-1:30,4
2024-08-28,周三,1:30-2:00,2
2024-08-28,周三,2:00-2:30,3
2024-08-28,周三,>4:00,3
2024-08-29,周四,0:00-0:30,22
2024-08-29,周四,0:30-1:00,33
2024-08-29,周四,1:00-1:30,12
2024-08-29,周四,1:30-2:00,5
2024-08-29,周四,2:00-2:30,2
2024-08-29,周四,2:30-3:00,1
2024-08-29,周四,3:00-3:30,1
2024-08-29,周四,>4:00,2
2024-08-30,周五,0:00-0:30,6
2024-08-30,周五,0:30-1:00,32
2024-08-30,周五,1:00-1:30,24
2024-08-30,周五,1:30-2:00,10
2024-08-30,周五,2:00-2:30,3
2024-08-30,周五,2:30-3:00,2
2024-08-30,周五,>4:00,2
2024-08-31,周六,0:00-0:30,25
2024-08-31,周六,0:30-1:00,35
2024-08-31,周六,1:00-1:30,20
2024-08-31,周六,1:30-2:00,17
2024-08-31,周六,2:00-2:30,8
2024-08-31,周六,2:30-3:00,4
2024-09-01,周日,0:00-0:30,24
2024-09-01,周日,0:30-1:00,56
2024-09-01,周日,1:00-1:30,31
2024-09-01,周日,1:30-2:00,9
2024-09-01,周日,2:00-2:30,1
2024-09-01,周日,3:00-3:30,1
2024-09-01,周日,>4:00,2
2024-09-02,周一,0:00-0:30,15
2024-09-02,周一,0:30-1:00,33
2024-09-02,周一,1:00-1:30,15
2024-09-02,周一,1:30-2:00,7
2024-09-02,周一,2:00-2:30,5
2024-09-03,周二,0:00-0:30,23
2024-09-03,周二,0:30-1:00,26
2024-09-03,周二,1:00-1:30,6
2024-09-03,周二,2:00-2:30,2
2024-09-03,周二,2:30-3:00,1
2024-09-03,周二,>4:00,2
2024-09-04,周三,0:00-0:30,8
2024-09-04,周三,0:30-1:00,18
2024-09-04,周三,1:00-1:30,17
2024-09-04,周三,1:30-2:00,17
2024-09-04,周三,2:00-2:30,14
2024-09-04,周三,2:30-3:00,7
2024-09-05,周四,0:00-0:30,29
2024-09-05,周四,0:30-1:00,32
2024-09-05,周四,1:00-1:30,12
2024-09-05,周四,1:30-2:00,4
2024-09-06,周五,0:00-0:30,5
2024-09-06,周五,0:30-1:00,19
2024-09-06,周五,1:00-1:30,14
2024-09-06,周五,1:30-2:00,13
2024-09-06,周五,2:00-2:30,15
2024-09-06,周五,2:30-3:00,8
2024-09-06,周五,3:00-3:30,2
2024-09-06,周五,3:30-4:00,2
2024-09-07,周六,0:00-0:30,25
2024-09-07,周六,0:30-1:00,31
2024-09-07,周六,1:00-1:30,28
2024-09-07,周六,1:30-2:00,13
2024-09-07,周六,2:00-2:30,12
2024-09-07,周六,2:30-3:00,3
2024-09-07,周六,3:00-3:30,2
2024-09-07,周六,>4:00,2
2024-09-08,周日,0:00-0:30,41
2024-09-08,周日,0:30-1:00,60
2024-09-08,周日,1:00-1:30,20
2024-09-08,周日,1:30-2:00,2
2024-09-08,周日,2:30-3:00,1
2024-09-09,周一,0:00-0:30,15
2024-09-09,周一,0:30-1:00,39
2024-09-09,周一,1:00-1:30,11
2024-09-09,周一,1:30-2:00,7
2024-09-09,周一,3:00-3:30,1
2024-09-09,周一,>4:00,1
2024-09-10,周二,0:00-0:30,18
2024-09-10,周二,0:30-1:00,32
2024-09-10,周二,1:00-1:30,18
2024-09-10,周二,1:30-2:00,15
2024-09-10,周二,2:00-2:30,4
2024-09-10,周二,2:30-3:00,3
2024-09-11,周三,0:00-0:30,18
2024-09-11,周三,0:30-1:00,29
2024-09-11,周三,1:00-1:30,18
2024-09-11,周三,1:30-2:00,5
2024-09-11,周三,2:00-2:30,7
2024-09-11,周三,2:30-3:00,1
2024-09-11,周三,>4:00,1
2024-09-12,周四,0:00-0:30,13
2024-09-12,周四,0:30-1:00,34
2024-09-12,周四,1:00-1:30,7
2024-09-12,周四,1:30-2:00,2
2024-09-12,周四,2:00-2:30,1
2024-09-13,周五,0:00-0:30,11
2024-09-13,周五,0:30-1:00,38
2024-09-13,周五,1:00-1:30,19
2024-09-13,周五,1:30-2:00,9
2024-09-13,周五,2:00-2:30,1
2024-09-13,周五,2:30-3:00,2
2024-09-14,周六,0:00-0:30,25
2024-09-14,周六,0:30-1:00,32
2024-09-14,周六,1:00-1:30,24
2024-09-14,周六,1:30-2:00,11
2024-09-14,周六,2:00-2:30,3
2024-09-14,周六,3:00-3:30,1
2024-09-14,周六,>4:00,2
2024-09-15,周日,0:00-0:30,26
2024-09-15,周日,0:30-1:00,45
2024-09-15,周日,1:00-1:30,25
2024-09-15,周日,1:30-2:00,23
2024-09-15,周日,2:00-2:30,2
2024-09-15,周日,2:30-3:00,1
2024-09-15,周日,3:00-3:30,2
2024-09-15,周日,3:30-4:00,1
2024-09-15,周日,>4:00,2
2024-09-16,周一,0:00-0:30,21
2024-09-16,周一,0:30-1:00,49
2024-09-16,周一,1:00-1:30,17
2024-09-16,周一,1:30-2:00,3
2024-09-16,周一,2:00-2:30,4
2024-09-16,周一,2:30-3:00,1
2024-09-16,周一,>4:00,1
2024-09-17,周二,0:00-0:30,35
2024-09-17,周二,0:30-1:00,27
2024-09-17,周二,1:00-1:30,6
2024-09-17,周二,>4:00,1
2024-09-18,周三,0:00-0:30,32
2024-09-18,周三,0:30-1:00,24
2024-09-18,周三,1:00-1:30,9
